scrape_date,company,location,posted_time_ago,applicant_number,job_title,job_description,level,employment_type,job_function,industries
2024-02-26 01:58,Turner & Townsend,"Stockholm, Stockholm County, Sweden",5 days ago,,Construction Planner (Pharma),"Company DescriptionTurner & Townsend is a global professional services organisation that provides consultancy, delivery, operations and programme management services to Life Science, Pharmaceutical and Biotech organizations that are building or renewing their facilities. To deliver consistently excellent advice to our clients, we mobilize expert, flexible and entrepreneurial people who are at the very top of their profession and are inspired to deliver to make the difference. We provide world-class learning and development and knowledge management to everyone across the business, at every stage of their career.Great companies are built on a foundation of culture and values. At Turner & Townsend, our values shape our culture and inform the way we do business, inspire us to draw from each other, and enable us to deliver outstanding value to our clients, markets and communities.Job DescriptionThe Planner / Scheduler is responsible for advanced planning, scheduling, progress measurement, change management implementation and analysis that may involve a major project or several smaller projects. A thorough understanding is required of policies, methods, and procedures that includes advanced Planning and Scheduling techniques, Risk Analysis, Risk Management, and support of project objectives. The Planner will provide expertise and best practice implementation in the work place for the region with regard to the planning and scheduling discipline.Expertise in project controls and time/schedule management is required preferably within the Life Sciences / Nuclear or associated sectors.Expert experience level using project scheduling tools (MS Project, Primavera P6), Excel, PowerPoint and Pertmaster.Ability to coordinate/organize multiple sources of schedule inputs/performance data into a master schedule platform and deliver project/program status reports is required.Excellent communication and interpersonal skillsThe tenacity and drive to inject value and create solutionsDevelops good working relationships with project teamImplement Project Planning/Scheduling strategy, plans and procedures, reflecting both Company and contractor roles, responsibilities and expectations.Coordinate the development and implementation of project Work Breakdown Structures (WBS) and Cost Breakdown Structures (CBS) in conjunction with Project Lead, Project Cost Engineer and Contractor project controls leads, and in conjunction with Project Execution Plans.Support the Project Team in the implementation of an integrated enterprise based, cross functional and EPC master schedule program.Preparing Staffing, Engineering, Construction progress and customized reports.Perform Critical Path Analysis.Perform probabilistic analysis on integrated schedules and contractor schedules.Conduct the required project schedule analysis, critical path analysis and schedule risk analysis for the project as a whole.Analyze deviations from the baseline in the Project Master schedule highlighting bottlenecks / delays and propose corrective actions.Prepare the Integrated Planning / Scheduling contribution to the Monthly Project Report and specific reports / presentations.Analyze and highlight the overall schedule impact of any variance / change order.Prepare resourcing plans for the overall and individual project phases, identifying any excessive peak numbers and making recommendations for peak leveling.Ensure that schedule related data from vendors, suppliers, engineering and construction contractors of actual projects is provided as feedback into the planning and scheduling systems.Ensure the accuracy and completeness of the schedules produced, maintaining independence as a planning engineer when advising on issues requiring judgment.Ability to balance multiple projects executed in multiple locations and by multiple contractors. Track and Monitor Portfolio ScheduleQualificationsExpert experience level using project scheduling tools (MS Project, Primavera P6), Word, Excel, PowerPoint.Experience in coordinating multiple sources of schedule performance data into a master schedule platform and deliver project status reports required for large scale projects.Excellent communication and interpersonal skillsDevelops good working relationships with project teamThe tenacity and drive to inject value and create solutionsFamiliarity with project management software in the area of cost controlling and Excel.Additional InformationOur inspired people share our vision and mission. We provide a great place to work, where each person has the opportunity and voice to affect change.We want our people to succeed both in work and life. To support this we promote a healthy, productive and flexible working environment that respects work-life balance. Turner & Townsend is an equal opportunity employer. We celebrate diversity and are committed to creating an inclusive environment for all employees and actively encourage applications from all sectors of the community.Please find out more about us at www.turnerandtownsend.com/Join our social media conversations for more information about Turner & Townsend and our exciting future projects:TwitterInstagramLinkedInIt is strictly against Turner & Townsend policy for candidates to pay any fee in relation to our recruitment process. No recruitment agency working with Turner & Townsend will ask candidates to pay a fee at any time. Any unsolicited resumes/CVs submitted through our website or to Turner & Townsend personal e-mail accounts, are considered property of Turner & Townsend and are not subject to payment of agency fees. In order to be an authorised Recruitment Agency/Search Firm for Turner & Townsend, there must be a formal written agreement in place and the agency must be invited, by the Recruitment Team, to submit candidates for review.



        
            Show more
          

          



        
            Show less",Mid-Senior level,Full-time,"Strategy/Planning, Consulting, and Engineering","Construction, Civil Engineering, and Business Consulting and Services"
,,,,,,,,,,
,,,,,,,,,,
2024-02-26 01:58,Agoda,"Stockholm, Stockholm County, Sweden",1 day ago,75 applicants,Lead/Staff Software Engineer – Front End (Bangkok based – Relocation provided),"About AgodaAgoda is an online travel booking platform for accommodations, flights, and more. We build and deploy cutting-edge technology that connects travelers with more than 3.6 million accommodations globally. Based in Asia and part of Booking Holdings, our 6,000+ employees representing 90+ nationalities foster a work environment rich in diversity, creativity, and collaboration. We innovate through a culture of experimentation and ownership, enhancing the ability for our customers to experience the world.Get to Know our TeamAgoda ha s several teams in front-end focusing on different aspects of our products including accommodations, flights, payments, marketing, post-booking services, and more. Agoda’s marketplace is the world. We build localized and optimized user experiences at scale on every major internet platform . These include our mobile websites, native apps, and desktop sites. We hire people from around the world who have a passion for using technology to create and implement the best user experiences. Our front-end teams work on building user interfaces and integrating them with our back – end services to provide a seamless user experience. Our products are always evolving and under experimentation ; w e accomplish this by having a modularized approach, a utomating everything we can and optimizing our continuous delivery processes . By embracing data-driven practices and measuring our results, we foster a culture of innovation and constant improvement in our work.We are looking for technical leaders like you who are passionate about their craft, thrive in a collaborative environment, and are driven to deliver high-quality solutions with a strong sense of ownership to push the boundaries of technology. Join our team and be part of a company that values innovation, encourages professional growth, and fosters a supportive and inclusive work culture.The OpportunityLead / Staff engineer is the key role in our technology organization working together with individual contributors and senior leadership. Our lead engineers are heavily involved in the hiring and mentoring process and are the go-to people who design and implement new systems and components. We are looking for people who are passionate to take on more responsibility and driving major architectural changes in Agoda. It’s expected from you in this role as Lead / Staff engineer to push Agoda forward technically by adopting new technologies and setting higher standards.In this Role, you’ll get to: Maintain ownership and responsibility of mission critical systems.  Be hands on – build high volume platforms using cutting-edge technologies like React , C# and Kotlin  Mentor and coach other software engineers  Be a major contributor to our agile and scrum practices and perform code reviews on the systems your teams own  Design and lead crucial technical projects and initiatives cross teams and departments Stay on the leading edge of technical know-how , industry trends and drive technical  What you’ll Need to Succeed:  Ove rall 5+ years of experience in front-end development. At least 3 + years of experience in developing web applications in client-side frameworks such as React, Angular, VueJS, etc.  B.S. in Computer Science or quantitative field; M.S. optional  Working experience with agile, analytics, A/B testing, GIT Flow  Excellent HTML/CSS skills – you understand not only how to build the data, but how to make it look great too  3 + years’ experience developing performance-critical applications that run in a production environment using one of the backend languages/frameworks such as .NET, Java, Scala, Kotlin, Rust, NodeJS, Go or Python  Excellent understanding of the JavaScript language and ecosystem including front-end build tools (Webpack, Babel) and package managers (npm, Yarn)  Experience in all aspects of client-side performance optimization Ability to guide the team on best frontend practices  Experience mentoring junior engineers to help them unleash their full potential  Great communication and coordination skills Excellent analytical thinking and problem-solving skillsYou have a good command of the English languageIt’s Great if you have: Knowledge in physical architecture at scale, building resilient, no single point of failures, highly available solutions  Strong experience in all aspects of client-side performance optimization  Proficiency in modern coding and design practices. For example, Clean Code, SOLID principals, and TDD  Working Experience with Containers and Dockerization , also K8S is a plus  Experience working on an app or internet company that is at scale with large numbers of users and transactions per second  E xperience working in a data driven company with experience analyzing and working with Big Data  Experience leading teams and greenfield projects solving large system problems  Experience working on global projects serving world markets with distributed data centers and localization of the front end and data This position is based in Bangkok, Thailand (Relocation Provided)#sanfrancisco #sanjose #losangeles #sandiego #oakland #denver #miami #orlando #atlanta #chicago #boston #detroit #newyork #portland #philadelphia #dallas #houston #austin #seattle #sydney #melbourne #perth #toronto #vancouver #montreal #shanghai #beijing #shenzhen #prague #Brno #Ostrava #cairo #alexandria #giza #estonia #paris #berlin #munich #hamburg #stuttgart #cologne #frankfurt #hongkong #budapest #jakarta #bali #dublin #telaviv #milan #rome #tokyo #osaka #kualalumpur #amsterdam #oslo #manila #warsaw #krakow #bucharest #moscow #saintpetersburg #capetown #johannesburg #seoul #barcelona #madrid #stockholm #zurich #taipei #bangkok #Phuket #istanbul #london #manchester  #edinburgh #kiev #hcmc #hanoi #wroclaw #poznan #katowice #rio #salvador #IT #ENG #4Equal Opportunity Employer At Agoda, we pride ourselves on being a company represented by people of all different backgrounds and orientations. We prioritize attracting diverse talent and cultivating an inclusive environment that encourages collaboration and innovation. Employment at Agoda is based solely on a person’s merit and qualifications. We are committed to providing equal employment opportunity regardless of sex, age, race, color, national origin, religion, marital status, pregnancy, sexual orientation, gender identity, disability, citizenship, veteran or military status, and other legally protected characteristics.We will keep your application on file so that we can consider you for future vacancies and you can always ask to have your details removed from the file. For more details please read our privacy policy .To all recruitment agencies: Agoda does not accept third party resumes. Please do not send resumes to our jobs alias, Agoda employees or any other organization location. Agoda is not responsible for any fees related to unsolicited resumes.



        
            Show more
          

          



        
            Show less",Mid-Senior level,Full-time,Engineering and Information Technology,"Technology, Information and Internet"
2024-02-26 01:58,Accedo.tv,"Stockholm, Stockholm County, Sweden",5 days ago,129 applicants,Senior Software Engineer Java (Cloud Solutions),"DescriptionAbout AccedoAccedo is a global video solutions provider, pioneering some of the world’s most impactful multi-screen experiences. We enable video businesses of all shapes and sizes to continuously grow, evolve, and innovate their offerings across regions, platforms, and devices. We leverage our long standing experience and focus on innovation to create premium and engaging video experiences.Our teamWithin Accedo, Global Solutions is a team of highly motivated experts with domain knowledge in PayTV/Broadcast, OTT, and Cloud. We're looking for a skilled Senior Software Engineer to join the Global Solutions function. As a Senior Software Engineer, you will be part of a diverse and multi-disciplined team, leveraging cutting edge technologies and working with well recognized global brands. The role involves working in a highly collaborative environment, interacting and providing guidance and thought leadership to internal and external stakeholders, formulating and implementing new solutions, driving the creation of prototypes, and further evolution of existing solutions.About The PositionWe are looking for a Senior Software Engineer who will strengthen our Global Solutions team and contribute towards accelerating the work on our cloud platform, which encompasses back-end services, systems, and infrastructure that power our cloud solutions.Back-end services are primarily Java-based and cloud-native. We believe in a DevOps mindset, which for us means that we take full responsibility for developing and running the stack -- 'we build it and we run it'. You will play a key role in designing, building, and maintaining large-scale, high availability back-end services, and own the platform infrastructure including managing cloud resources, build pipelines, and more. You will also be responsible for promoting a sound engineering culture through active technical leadership and hands-on development.What We Are Looking ForFor this particular role, we're looking for candidates who have extensive experience with Java and running services at scale, built on top of a Public Cloud (preferably AWS). You should also have:Deep knowledge of Java and Java-related technologiesExperience building secure and reliable high-concurrency systems with very strict high-availability and low-latency requirementsExperience building systems running on top of AWS and utilizing a variety of cloud resourcesSolid application performance tuning experienceStrong system / service development experienceSolid understanding of engineering methodologies, practices, and toolsExperience with a wide variety of back-end technologies, databases, and architecture, including their benefits and trade-offsExperience integrating open source and 3rd party APIs and librariesAbility to communicate clearly in English with technical and non-technical teammatesProven experience with live debugging and incident resolutionDoes this sound like it's up your alley? Let's have a chat.At Accedo, we are committed to fostering an environment of inclusiveness where employees are both valued and heard. Inclusion also means having diverse representation in gender, race, sex, thought, and other personal characteristics to contribute towards the betterment of our commerce and people. We strongly encourage applications from diverse communities to contribute towards our commitment of inclusivity.



        
            Show more
          

          



        
            Show less",Mid-Senior level,Full-time,Engineering and Information Technology,Software Development
2024-02-26 01:58,Academic Work,"Stockholm, Stockholm County, Sweden",2 days ago,,Mechanical Engineer within precision mechanics,"Join an exhilarating journey with a forward-thinking company that's revolutionizing DNA sequencing. As a Mechanical Engineer, you'll be an integral part of the development team, contributing to the design and implementation of their groundbreaking 3D DNA sequencer. Do you have experience of working with precision mechanics and small moving parts and wants to develop further? Don't miss out – apply now and be part of this exciting opportunity! We apply ongoing selection. Apply here! City :  StockholmJob Category :  TechnologyExtent :  Full timeStart date :  As soon as possibleType of work :  StaffingAbout the roleOur client is a Stockholm-based deep tech company aiming to transform the data generation in sequencing completely through their patented 3-D sequencing, a truly disruptive technology. They combine single molecule imaging, fiber optical gratings technologies and nano-fluidics to read DNA faster than anyone else.We are now seeking for a mechanical engineer to become a part of their development team and contribute to the design and implementation of their 3D DNA sequencer. You will operate within a truly interdisciplinary environment, where various fields such as chemistry, mechanics, electronics, pneumatics, fluidics, optics, and software converge.Your role will involve taking charge of the mechanical design, testing, and assembly of optical components in their scanner. Responsibilities may encompass tasks such as designing laser mounts/cooling systems, making beampath adjustments, selecting components, conducting power measurements, and aligning optics.You are offeredTo be part of a unique journey to create the next generation of DNA sequencingTo work in an international and multidisciplinary teamGreat opportunities to develop in the roleWork tasksProvide requirements raised by the optical design on other parts of the instrumentCustom parts designDesign for assemblySourcing and integration of standard partsAlign optics as part of our manufacturing processWe are looking forDegree in mechanical engineeringIndustry experience for at least 1 yearExperience of assemblyExperience with CADExperience working with precision mechanics and small moving partsFluent in EnglishIt is meritorious if you have:Experience in medtechExperience with PDM systemsTo succeed in the role, your personal skills are:InnovativeSelf-sufficientProblem solverAdaptableOur recruitment processThis recruitment process is handled by Academic Work and it is our client’s wish that all questions regarding the position is directed to Academic Work.Our selection process is continuous and the advert may close before the recruitment process is completed if we have moved forward to the next phase. The process includes two tests: one personality test and one cognitive test. The tests are tools to find the right talent for the right position, to enable equality, diversity, and a fair process.Become a part of Academic WorkWhen you apply to this job, you are becoming one of many consultants at Academic Work. This means that not only will you gain fantastic benefits, but also a team of consultant managers to support you through your career with us. Read more about Academic Work Do you have questions about this job?Ida Pettersson or a colleague in the recruitment team will gladly answer you on  sts02@academicwork.se  Please specify advert-ID in your email: 15100748



        
            Show more
          

          



        
            Show less",Not Applicable,Full-time,Engineering and Information Technology,Staffing and Recruiting
2024-02-26 01:58,Crossover ,"Stockholm, Stockholm County, Sweden",2 days ago,,"Senior Principal Software Engineer, gt.school (Remote) - $200,000/year USD","Crossover is the world's #1 source of full-time remote jobs. Our clients offer top-tier pay for top-tier talent. We're recruiting this role for our client, gt.school. Have you got what it takes?Are you a seasoned software engineer with a deep interest in AI? Trilogy is on the lookout for exceptional engineers to lead the charge in adopting generative AI tools both in our development process and into our products.Join us to work on our exciting product portfolio:TeachTap: Bringing historical figures to life using AI, offering an engaging, TikTok-like learning experience to make learning more relevant and fun.Educational Content Generation: Utilizing the latest in generative AI combined with comprehensive learning materials to create captivating content.TeachTower: A game-based motivation system inspired by popular games like Roblox and Minecraft, designed to make learning irresistibly fun.Coachbot: A learning copilot that integrates with existing apps, guiding learning paths, recommending next steps, and rewarding daily progress.Your role will focus on integrating AI into engineering practices, using AI tools to increase efficiency and solve engineering tasks like coding and testing. Based on the obtained results, you will derive recipes and playbooks to be adopted by the broader engineering team. Maintaining high-quality standards in our codebases while ensuring high leverage of AI tools across our engineering teams will be a key part of your work.You will be an integral part of our existing engineering team, working collaboratively on our suite of products to deeply understand our environment and needs. You will have the freedom to propose and experiment with new tools and then will leverage the insights and experiences obtained to evolve our processes, advocate for new tool adoption, or even spearhead the creation of small tools, bots, and frameworks to enhance our technical setup.We seek candidates with a strong background in software engineering and a capacity for adapting to new technologies. Moreover, an interest in the latest generative AI developments and a drive for innovation are crucial. While our primary tech stack is AWS Serverless with TypeScript, we're looking for versatile engineers who can excel in a variety of technical environments and challenges.What You Will Be DoingDeveloping fully functional features, using AI tools to expedite delivery and enhance quality.Performing experiments with AI to enhance engineering processes, including decomposition, solution design, code generation, and troubleshooting.Documenting best practices and techniques in guides that enable others to harness the power of generative AI effectively.What You Won’t Be DoingBuilding new AI models from scratch; instead, your focus will be on leveraging and fine-tuning existing models to maximize efficiency.Being confined to outdated technologies; we encourage an environment that thrives on dynamic tech stacks, fostering continuous innovation.Senior Principal Software Engineer Key ResponsibilitiesDrive transformative change by establishing a framework that seamlessly integrates generative AI, significantly amplifying engineering productivity.Basic RequirementsMinimum 5 years of experience in professional software development.Minimum 3 years either as a lead engineer reviewing the work of other engineers or as an architect making important technical decisions.Excited to use and explore new generative AI tools for software engineering tasks on a day-to-day basisAbout Gt.schoolGT School is an EdTech Startup that leverages technology, AI, and subject matter experts to cultivate a new way of learning. Our unique approach leverages 50+ years of learning science, cutting-edge data analytics and high-performance coaching. In doing so, we can help students learn more, learn faster, and learn better - and have fun while doing it. We are a remote-first company that hires globally via Crossover.There is so much to cover for this exciting role, and space here is limited. Hit the Apply button if you found this interesting and want to learn more. We look forward to meeting you!Working with CrossoverThis is a full-time (40 hours per week), long-term position. The position is immediately available and requires entering into an independent contractor agreement with Crossover. The compensation level for this role is $100 USD/hour, which equates to $200,000 USD/year assuming 40 hours per week and 50 weeks per year. The payment period is weekly. Consult www.crossover.com/help-and-faqs for more details on this topic.What to expect next:You will receive an email with a link to start your self-paced, online job application.Our hiring platform will guide you through a series of online “screening” assessments to check for basic job fit, job-related skills, and finally a few real-world job-specific assignments.Important! If you do not receive an email from us:First, emails may take up to 15 minutes to send, refresh and check again.Second, check your spam and junk folders for an email from Crossover.com, mark as “Not Spam” since you will receive other emails as well.Third, we will send to whatever email account you indicated on the Apply form - by default, that is the email address you use as your LinkedIn username and it might be different than the one you have already checked.If all else fails, just reset your password by visiting https://www.crossover.com/auth/password-recovery if you already applied using LinkedIn EasyApply.Crossover Job Code: LJ-5106-SE-Stockhol-SeniorPrincipa.010



        
            Show more
          

          



        
            Show less",Mid-Senior level,Full-time,Engineering and Information Technology,IT Services and IT Consulting
,,,,,,,,,,
2024-02-26 01:58,Agoda,"Stockholm, Stockholm County, Sweden",3 days ago,58 applicants,Lead / Staff Software Engineer Back End (Bangkok based – Relocation provided),"About AgodaAgoda is an online travel booking platform for accommodations, flights, and more. We build and deploy cutting-edge technology that connects travelers with more than 3.6 million accommodations globally. Based in Asia and part of Booking Holdings, our 6,000+ employees representing 90+ nationalities foster a work environment rich in diversity, creativity, and collaboration. We innovate through a culture of experimentation and ownership, enhancing the ability for our customers to experience the world.Get to Know Our TeamIn Agoda’s Back End Engineering department, we build the scalable, fault-tolerant systems and APIs that host our core business logic. Our systems cover all major areas of our business: inventory and pricing, product information, customer data, communications, partner data, booking systems, payments, FinTech and more. These mission-critical systems change frequently with dozens of releases per day, so we must employ state-of-the-art CI/CD and testing techniques in order to make sure everything works without any downtime. We also ensure that our systems are self-healing, responding gracefully to extreme loads or unexpected input. In order to accomplish this, we use state-of-the-art languages like Scala and Go, data technologies like Kafka and Spark, and agile development practices. Most importantly though, we hire great people from all around the world and empower them to be successful. Whether it’s building new projects like Flights and Packages or reimagining our existing business, you’ll make a big impact as part of the Back End Engineering team.The OpportunityYou might call yourself “full stack” or “back end” or you might consider yourself an authority in a certain field, but you have a keen interest in how the different systems work together.We’d love to hear from you if you are skilled in any of the technologies we work with (note – we are not looking for you to have them all). We are interested in speaking to persons of any level from individuals just starting their IT careers to experts in their field, although this particular position is better suitable to veteran engineers, with expertise in certain technologies, and especially those that had lead projects, initiatives and/or teams.In This Role, You’ll Get toThink and own the full life cycle of our products, not just a single piece of code – from business requirements, technology selection, coding standards, agile development, unit and application testing, to CI/CD and proper monitoringDesign, develop and maintain platforms across the back end areaImprove scalability, stability, and efficiency of our existing systemsWrite great code and help others write great codeCollaborate with other teams and departmentsWhat You’ll Need To Succeed7+ years’ experience under your belt developing performance-critical applications that run in a production environment using Scala, Java or C#Experience in leading projects, initiatives and/or teams, with full ownership of the systems involvedData platforms like SQL, Cassandra or Hadoop. You understand that different applications have different data requirementsGood understanding of algorithms and data structuresStrong coding abilityYou are passionate about the craft of software development and constantly work to improve your knowledge and skillsExcellent verbal and written English communication skillsIt’s Great If You HaveExperience with Scrum/Agile development methodologiesExperience building large-scale distributed productsCore engineering infrastructure tools like Git for source control, TeamCity for Continuous Integration and Puppet for deploymentHands-on experience working with technology like queueing systems (Kafka, RabbitMQ, ActiveMQ, MSMQ), Spark, Hadoop, NoSQL (Cassandra, MongoDB), Play framework, Akka library #sanfrancisco #sanjose #losangeles #sandiego #oakland #denver #miami #orlando #atlanta #chicago #boston #detroit #newyork #portland #philadelphia #dallas #houston #austin #seattle #sydney #melbourne #perth #toronto #vancouver #montreal #shanghai #beijing #shenzhen #prague #Brno #Ostrava #cairo #alexandria #giza #estonia #paris #berlin #munich #hamburg #stuttgart #cologne #frankfurt #hongkong #budapest #jakarta #bali #dublin #telaviv #milan #rome #tokyo #osaka #kualalumpur #amsterdam #oslo #manila #warsaw #krakow #bucharest #moscow #saintpetersburg #capetown #johannesburg #seoul #barcelona #madrid #stockholm #zurich #taipei #bangkok #Phuket #istanbul #london #manchester  #edinburgh #kiev #hcmc #hanoi #wroclaw #poznan #katowice #rio #salvador #IT #4 #5Equal Opportunity Employer At Agoda, we pride ourselves on being a company represented by people of all different backgrounds and orientations. We prioritize attracting diverse talent and cultivating an inclusive environment that encourages collaboration and innovation. Employment at Agoda is based solely on a person’s merit and qualifications. We are committed to providing equal employment opportunity regardless of sex, age, race, color, national origin, religion, marital status, pregnancy, sexual orientation, gender identity, disability, citizenship, veteran or military status, and other legally protected characteristics.We will keep your application on file so that we can consider you for future vacancies and you can always ask to have your details removed from the file. For more details please read our privacy policy .To all recruitment agencies: Agoda does not accept third party resumes. Please do not send resumes to our jobs alias, Agoda employees or any other organization location. Agoda is not responsible for any fees related to unsolicited resumes.



        
            Show more
          

          



        
            Show less",Director,Full-time,Engineering and Information Technology,"Technology, Information and Internet"
,,,,,,,,,,
,,,,,,,,,,
2024-02-26 01:58,Frostbite,"Stockholm, Stockholm County, Sweden",3 days ago,,Senior Software Engineer,"Electronic Arts Inc. is a global leader in interactive entertainment. We develop and deliver games, content and online services across platforms. We have a broad portfolio of brands that span the most popular genres.We exist to Inspire the World to Play. We create extraordinary new game experiences for our millions of players everywhere by bringing together people that combine creativity, innovation, and passion. We immerse our employees into an inclusive culture and provide opportunities for learning and leading that allow our employees to do the most impactful and rewarding work of their careers.Join us in driving the next revolution in games.FrostbiteFrostbite is EA's state-of-the-art multi-platform game development engine. Our global team empowers game creators to shape the future of gaming by developing creative engine features and outstanding tools. We are honoured to have thousands of game developers all over the world using Frostbite to create some of the most amazing games and player experiences in the industry.You will be part of an experienced and passionate team that owns the low-level hardware abstraction layer, enabling Frostbite to support platforms.ResponsibilitiesAs a senior rendering engineer on the Rendering Backends team you will:Develop our low-level, cross-platform graphics hardware abstraction layer for the Frostbite Engine You will develop tools that ensure a good experience for render engineers using Frostbite Collaborate with game team engineers and the Frostbite rendering team to deliver new rendering features Lead performance profiling and optimizations on multiple platforms Report to engineering management QualificationsBachelor Degree in Computer Science, Math or related field C++ knowledge with at least 7 years of professional programming experience in real-time rendering Experience working in rendering for multiple shipped titles on current-generation consoles (PS5, XBSX, PC) Expert knowledge in one or more low-level graphics APIs (DX12, Vulkan, console) Expert knowledge of modern cpu/gpu hardware architectures Experience with Graphics Debugging Tools (PIX, Renderdoc, console) Experience with memory management and multi-threading with related debugging and optimization experience Professional experience working on Device Drivers Professional experience developing graphics debugging tools / utilities / visualizers Test-driven development experience Experience using source control systems (p4, git) in large code bases



        
            Show more
          

          



        
            Show less",Not Applicable,Full-time,Engineering and Information Technology,"IT Services and IT Consulting, Software Development, and Computer Games"
2024-02-26 01:58,Agoda,"Stockholm, Stockholm County, Sweden",3 days ago,66 applicants,"Lead / Staff Full Stack Software Engineer (Bangkok based, relocation provided)","About AgodaAgoda is an online travel booking platform for accommodations, flights, and more. We build and deploy cutting-edge technology that connects travelers with more than 3.6 million accommodations globally. Based in Asia and part of Booking Holdings, our 6,000+ employees representing 90+ nationalities foster a work environment rich in diversity, creativity, and collaboration. We innovate through a culture of experimentation and ownership, enhancing the ability for our customers to experience the world.Get to Know our Team:The Full Stack Engineering Department builds the Agoda web and app products. We have several teams in front-end focusing on different aspects of our products including accommodations, flights, payments, marketing, post-booking services, and more. Agoda’s marketplace is the world. We build localized and optimized user experiences at scale on every major internet platform. These include our mobile websites, native apps, and desktop sites. We hire people from around the world who have a passion for using technology to create and implement the best user experiences. Our teams work on the full stack and build end-to-end systems including user interfaces, APIs, backend systems, and database systems. Our products are always evolving and under experimentation. We accomplish this by having an amazing degree of automation, CI/CD systems, and use a modularized approach. As we are data driven and measure our results, we continually innovate and improve our work. We are looking for the next great talent who strives to learn and grow and has a standard of excellence, strong sense of ownership, and great technical skills.The Opportunity:Lead / Staff engineer is the key role in our technology organization working together with individual contributors and senior leadership. Our Lead engineers are heavily involved in the hiring and mentoring process and are the go-to people who design and implement new systems and components. We are looking for people who are passionate to take on more responsibility and driving major architectural changes in Agoda. It’s expected from you in this role as Lead / Staff engineer to push Agoda forward technically by adopting new technologies and setting higher standards.In this Role, you’ll get to:Maintain ownership and responsibility of mission critical systemsBe hands on – build high volume platforms using cutting-edge technologies like React and GraphQLMentor and coach other software engineersBe a major contributor to our agile and scrum practicesDesign and lead crucial technical projects and initiatives cross teams and departmentsStay on the leading edge of technical know-how, industry trends and drive technical innovationsWhat you’ll Need to Succeed:7 years of experience developing web applications in client-side frameworks such as React, Angular, VueJS, etc. 6+ years preferredB.S. in Computer Science or quantitative field; M.S. preferredWorking experience with agile, analytics, A/B testing and/or feature flags, Continuous Delivery, Trunk-based DevelopmentExcellent HTML/CSS skills – you understand not only how to build the data, but how to make it look great tooExcellent understanding of object-oriented JavaScript, TypeScriptYou love new technologies and approaches and want to use the best tools available. We want people who can help us continually evolve our stackGreat communication and coordination skillsExcellent analytical thinking and problem-solving skillsYou have a good command of the English languageIt’s Great if you have:Knowledge in physical architecture at scale, building resilient, no single point of failures, highly available solutionsKnowledge in one or more of the following: NoSQL technologies (Cassandra, ScyllaDB, ElasticSearch, Redis, DynamoDB, etc), Queueing system experience (Kafka, RabbitMQ, SQS, Azure Service Bus, etc)Working Experience with Containers and Dockerization, also K8S is a plusKnowledge and hands on experience in CI/CD solutions would be a plusStrong experience in all aspects of client-side performance optimization,Extremely proficient in modern coding and design practices. For example, Clean Code, SOLID principals, and TDDExperience in multiple front-end platforms including iOS, Android, Web, and API servicesHave worked on an app or internet company that is at scale with large numbers of users and transactions per secondHave experience in a data driven company with experience analyzing and working with Big DataLead teams and greenfield projects solving large system problemsWorked on global projects serving world markets with distributed data centers and localization of the front end and dataThis position is based in Bangkok, Thailand (Relocation Provided)#sanfrancisco #sanjose #losangeles #sandiego #oakland #denver #miami #orlando #atlanta #chicago #boston #detroit #newyork #portland #philadelphia #dallas #houston #austin #seattle #sydney #melbourne #perth #toronto #vancouver #montreal #shanghai #beijing #shenzhen #prague #Brno #Ostrava #cairo #alexandria #giza #estonia #paris #berlin #munich #hamburg #stuttgart #cologne #frankfurt #hongkong #budapest #jakarta #bali #dublin #telaviv #milan #rome #tokyo #osaka #kualalumpur #amsterdam #oslo #manila #warsaw #krakow #bucharest #moscow #saintpetersburg #capetown #johannesburg #seoul #barcelona #madrid #stockholm #zurich #taipei #bangkok #Phuket #istanbul #london #manchester  #edinburgh #kiev #hcmc #hanoi #wroclaw #poznan #katowice #rio #salvador #IT #ENG #4Equal Opportunity Employer At Agoda, we pride ourselves on being a company represented by people of all different backgrounds and orientations. We prioritize attracting diverse talent and cultivating an inclusive environment that encourages collaboration and innovation. Employment at Agoda is based solely on a person’s merit and qualifications. We are committed to providing equal employment opportunity regardless of sex, age, race, color, national origin, religion, marital status, pregnancy, sexual orientation, gender identity, disability, citizenship, veteran or military status, and other legally protected characteristics.We will keep your application on file so that we can consider you for future vacancies and you can always ask to have your details removed from the file. For more details please read our privacy policy .To all recruitment agencies: Agoda does not accept third party resumes. Please do not send resumes to our jobs alias, Agoda employees or any other organization location. Agoda is not responsible for any fees related to unsolicited resumes.



        
            Show more
          

          



        
            Show less",Mid-Senior level,Full-time,Engineering and Information Technology,"Technology, Information and Internet"
